IP,cf-meta-ip,端口,速度(Mbps),CF归属国,机房,TCP延迟(ms),TLS延迟(ms)
51.91.251.87,51.91.251.87,443,1.52,FR,CDG,96.33,102.03
51.91.251.189,51.91.251.189,443,1.51,FR,CDG,85.83,101.37
51.91.253.62,51.91.253.62,8443,1.51,FR,CDG,87.03,127.65
51.91.255.23,51.91.255.23,443,1.5,FR,CDG,85.63,102.47
51.91.253.113,51.91.253.113,8443,1.48,FR,CDG,87.56,120.07
51.91.248.218,51.91.248.218,443,1.48,FR,CDG,89.82,106.96
51.91.250.245,51.91.250.245,8443,1.48,FR,CDG,85.93,107.6
147.90.26.32,23.168.88.15,443,1.48,FR,CDG,191.51,199.27
51.75.22.146,2001:41d0:304:200::cb85,2053,1.47,FR,CDG,86.99,101.16
152.228.134.80,2001:41d0:404:200::3138,2053,1.47,FR,FRA,93.42,100.91
51.91.102.163,2001:41d0:404:200::75dd,8443,1.46,FR,FRA,97.74,118.77
147.90.26.36,23.168.88.83,443,1.46,FR,CDG,244.88,239.16
51.91.250.183,51.91.250.183,8443,1.46,FR,CDG,85.97,103.12
222.167.255.168,23.168.88.230,443,1.45,FR,CDG,195.5,201.85
147.90.26.66,23.168.88.223,443,1.45,FR,CDG,206.54,229.58
147.90.26.5,23.168.88.243,443,1.43,FR,CDG,201.86,208.98
45.84.88.226,45.84.88.226,443,1.43,FR,CDG,84.41,93.36
51.91.253.211,51.91.253.211,443,1.42,FR,CDG,86.14,110.64
51.91.158.180,51.91.158.180,443,1.42,FR,FRA,91.41,111.1
51.91.249.29,51.91.249.29,443,1.42,FR,CDG,88.57,126.75
51.91.254.57,51.91.254.57,8443,1.42,FR,CDG,87.74,99.89
51.91.255.23,51.91.255.23,8443,1.4,FR,CDG,86.02,101.21
51.91.253.230,51.91.253.230,443,1.39,FR,CDG,95.32,117.42
222.167.255.208,23.168.88.135,443,1.38,FR,CDG,186.89,207.08
51.91.248.157,51.91.248.157,8443,1.37,FR,CDG,87.76,103.72
51.91.253.230,51.91.253.230,8443,1.37,FR,CDG,110.49,97.99
147.90.26.46,23.168.88.10,443,1.37,FR,CDG,200.71,216.69
51.91.252.34,51.91.252.34,8443,1.36,FR,CDG,85.68,103.55
222.167.255.146,23.168.88.83,443,1.36,FR,CDG,197.66,202.07
51.91.250.21,51.91.250.21,443,1.35,FR,CDG,86.72,108.76
51.91.100.159,51.91.100.159,8443,1.35,FR,FRA,93.25,107.15
152.228.135.132,152.228.135.132,8443,1.35,FR,FRA,89.54,119.94
51.91.253.62,51.91.253.62,443,1.35,FR,CDG,85.95,122.24
146.59.228.153,146.59.228.153,2053,1.34,FR,CDG,122.44,106.46
51.91.248.218,51.91.248.218,8443,1.33,FR,CDG,88.21,116.81
147.90.26.15,23.168.88.141,443,1.33,FR,CDG,202.23,204.68
147.90.26.17,23.168.88.174,443,1.33,FR,CDG,191.28,197.92
51.91.253.113,51.91.253.113,443,1.32,FR,CDG,86.64,121.82
88.218.78.167,88.218.78.167,443,1.31,FR,FRA,94.46,150.14
147.90.26.68,23.168.88.192,443,1.31,FR,CDG,198.21,203.56
147.90.26.12,23.168.88.129,443,1.28,FR,CDG,186.77,200.32
222.167.255.128,23.168.88.51,443,1.28,FR,CDG,197.17,237.56
152.228.135.132,152.228.135.132,2053,1.27,FR,FRA,93.98,114.68
51.75.23.189,51.75.23.189,8443,1.26,FR,CDG,87.99,131.68
51.91.251.189,51.91.251.189,8443,1.25,FR,CDG,85.73,103.19
217.60.39.195,217.60.39.195,8443,1.25,FR,CDG,83.18,106.44
222.167.255.136,23.168.88.103,443,1.24,FR,CDG,196.44,206.32
147.90.26.72,23.168.88.112,443,1.24,FR,CDG,195.01,200.07
37.59.125.113,37.59.125.113,8443,1.23,FR,CDG,91.53,111.99
147.90.26.94,23.168.88.27,443,1.21,FR,CDG,199.82,205.19
147.90.26.91,23.168.88.110,443,1.21,FR,CDG,197.16,200.67
162.19.79.59,162.19.79.59,8443,1.2,FR,CDG,92.09,115.32
147.90.26.59,23.168.88.86,443,1.2,FR,CDG,203.16,213.37
51.91.252.44,51.91.252.44,443,1.19,FR,CDG,106.06,96.18
45.112.195.127,45.112.195.127,443,1.18,FR,CDG,93.57,112.17
51.91.249.37,51.91.249.37,8443,1.18,FR,CDG,85.67,106.85
146.59.228.27,146.59.228.27,8443,1.17,FR,CDG,93.5,102.85
51.77.140.38,51.77.140.38,8443,1.15,FR,FRA,91.97,135.32
51.91.250.183,51.91.250.183,443,1.15,FR,CDG,86.85,103.6
54.37.38.254,54.37.38.254,443,1.15,FR,CDG,86.68,132.14
51.91.251.37,51.91.251.37,443,1.13,FR,CDG,90.43,107.95
51.91.248.253,51.91.248.253,8443,1.13,FR,CDG,86.64,100.86
51.91.250.92,51.91.250.92,8443,1.12,FR,CDG,102.22,96.43
147.90.26.73,23.168.88.222,443,1.12,FR,CDG,187.63,230.92
222.167.255.148,23.168.88.148,443,1.07,FR,CDG,189.11,194.18
62.133.62.66,62.133.62.66,443,1.07,FR,CDG,200.03,220.31
51.75.22.146,2001:41d0:304:200::cb85,8443,1.06,FR,CDG,85.57,106.05
51.91.248.157,51.91.248.157,443,1.06,FR,CDG,88.68,125.77
147.90.26.74,23.168.88.52,443,1.06,FR,CDG,193.75,232.46
147.90.26.67,23.168.88.90,443,1.06,FR,CDG,205.52,209.42
37.59.96.25,37.59.96.25,8443,1.03,FR,CDG,86.0,101.29
51.91.254.99,51.91.254.99,443,1.02,FR,CDG,87.7,103.12
147.90.26.65,23.168.88.231,443,1.02,FR,CDG,191.95,201.94
162.19.78.179,162.19.78.179,2053,1.01,FR,CDG,88.98,100.04
222.167.255.166,23.168.88.201,443,1.01,FR,CDG,191.99,203.64
91.199.32.11,91.199.32.11,2053,29.86,GB,LHR,100.59,94.85
57.129.137.68,57.129.137.68,443,23.11,GB,LHR,78.85,127.51
57.129.137.68,57.129.137.68,8443,21.17,GB,LHR,90.76,127.87
159.65.19.63,159.65.19.63,443,17.55,GB,LHR,143.22,144.4
38.244.177.180,38.244.177.180,443,16.46,GB,LHR,112.01,164.81
91.227.62.165,69.42.213.171,443,15.07,GB,LHR,88.5,112.62
95.179.236.51,95.179.236.51,443,15.01,GB,LHR,84.39,116.84
57.128.182.21,57.128.182.21,443,14.87,GB,LHR,107.77,128.13
57.128.177.235,57.128.177.235,443,14.86,GB,LHR,84.54,122.53
57.128.177.172,57.128.177.172,8443,13.85,GB,LHR,122.18,203.09
57.128.178.63,57.128.178.63,8443,13.56,GB,LHR,86.5,127.48
57.129.137.66,57.129.137.66,443,13.49,GB,LHR,87.9,196.45
57.128.182.255,57.128.182.255,443,13.21,GB,LHR,295.55,278.17
84.8.145.58,84.8.145.58,443,12.79,GB,LHR,93.12,99.28
57.129.137.53,57.129.137.53,8443,12.22,GB,LHR,88.64,91.45
57.129.137.66,57.129.137.66,8443,12.16,GB,LHR,147.66,332.13
57.128.181.219,57.128.181.219,443,12.09,GB,LHR,83.56,145.87
57.129.137.213,57.129.137.213,443,11.39,GB,LHR,88.24,86.93
57.129.137.73,57.129.137.73,8443,11.09,GB,LHR,85.97,320.17
57.129.137.94,57.129.137.94,443,10.84,GB,LHR,99.64,306.1
57.128.177.235,57.128.177.235,8443,10.65,GB,LHR,80.53,93.53
57.128.183.13,57.128.183.13,8443,10.62,GB,LHR,131.35,392.32
57.128.179.9,57.128.179.9,443,9.98,GB,LHR,85.46,99.71
129.151.74.25,129.151.74.25,443,9.6,GB,LHR,86.42,112.2
64.176.186.194,64.176.186.194,443,9.05,GB,MAN,92.58,123.07
57.128.178.79,57.128.178.79,443,9.03,GB,LHR,91.98,96.02
57.128.183.3,57.128.183.3,8443,9.01,GB,LHR,86.53,104.91
57.129.137.94,57.129.137.94,8443,8.88,GB,LHR,86.65,222.76
57.128.183.79,57.128.183.79,8443,8.78,GB,LHR,79.32,89.99
57.128.182.27,57.128.182.27,443,8.72,GB,LHR,79.32,85.13
188.119.122.234,188.119.122.234,443,8.53,GB,LHR,85.87,97.44
103.13.208.242,103.13.208.242,443,8.51,GB,LHR,91.33,96.72
57.129.137.84,57.129.137.84,443,8.48,GB,LHR,141.73,117.48
57.129.137.62,57.129.137.62,443,8.43,GB,LHR,91.31,106.1
57.128.183.13,57.128.183.13,443,8.37,GB,LHR,176.65,190.46
129.151.69.135,129.151.69.135,443,8.31,GB,LHR,85.39,106.83
57.129.137.84,57.129.137.84,8443,8.18,GB,LHR,79.98,112.75
195.54.161.101,195.54.161.101,443,7.98,GB,LHR,82.6,88.89
57.129.137.77,57.129.137.77,8443,7.91,GB,LHR,97.61,154.84
57.128.183.79,57.128.183.79,443,7.86,GB,LHR,82.88,91.01
57.129.137.50,57.129.137.50,8443,7.82,GB,LHR,79.76,87.66
57.128.179.45,57.128.179.45,443,7.82,GB,LHR,78.36,87.31
57.128.176.147,57.128.176.147,443,7.3,GB,LHR,80.88,93.84
57.129.137.62,57.129.137.62,8443,7.24,GB,LHR,85.18,90.43
57.128.181.219,57.128.181.219,8443,7.19,GB,LHR,78.71,107.45
57.129.137.64,57.129.137.64,8443,7.19,GB,LHR,77.9,87.8
87.117.247.27,87.117.247.27,443,7.19,GB,LHR,87.38,95.96
57.128.178.232,57.128.178.232,443,7.13,GB,LHR,112.13,120.45
57.129.137.197,57.129.137.197,443,7.03,GB,LHR,80.0,106.13
57.128.177.218,57.128.177.218,443,6.98,GB,LHR,80.06,93.77
57.129.137.239,57.129.137.239,443,6.8,GB,LHR,79.07,101.55
57.129.137.239,57.129.137.239,8443,6.78,GB,LHR,84.29,95.51
57.128.181.125,57.128.181.125,8443,6.74,GB,LHR,80.2,137.75
57.128.176.87,57.128.176.87,8443,6.62,GB,LHR,79.98,83.14
57.129.137.60,57.129.137.60,8443,6.56,GB,LHR,82.68,102.4
57.129.137.58,57.129.137.58,443,6.48,GB,LHR,83.84,89.67
57.129.137.77,57.129.137.77,443,6.44,GB,LHR,99.38,166.04
57.129.137.213,57.129.137.213,8443,6.44,GB,LHR,86.5,96.49
57.129.137.50,57.129.137.50,443,6.36,GB,LHR,86.47,95.3
147.45.179.237,147.45.179.237,443,6.32,GB,LHR,89.47,194.56
57.129.137.233,57.129.137.233,8443,6.19,GB,LHR,84.48,90.16
57.129.137.238,57.129.137.238,8443,6.18,GB,LHR,79.26,86.89
57.128.178.232,57.128.178.232,8443,6.16,GB,LHR,84.36,133.89
57.129.137.63,57.129.137.63,443,6.13,GB,LHR,77.81,88.27
57.128.177.172,57.128.177.172,443,6.11,GB,LHR,120.26,148.12
57.128.183.138,57.128.183.138,443,6.1,GB,LHR,85.55,92.29
57.129.137.209,57.129.137.209,8443,6.08,GB,LHR,78.04,85.28
57.128.176.87,57.128.176.87,443,6.07,GB,LHR,84.59,91.38
57.129.131.167,57.129.131.167,2053,6.05,GB,LHR,80.17,92.37
57.129.137.209,57.129.137.209,443,6.05,GB,LHR,82.22,87.36
57.129.137.67,57.129.137.67,8443,6.03,GB,LHR,81.21,88.18
57.129.137.69,57.129.137.69,443,6.02,GB,LHR,79.43,84.61
57.129.137.96,57.129.137.96,443,5.86,GB,LHR,79.55,86.44
57.129.137.238,57.129.137.238,443,5.74,GB,LHR,83.93,92.49
57.128.178.79,57.128.178.79,8443,5.69,GB,LHR,80.82,109.07
57.128.183.143,57.128.183.143,443,5.67,GB,LHR,81.31,96.65
57.128.182.52,57.128.182.52,8443,5.62,GB,LHR,77.98,87.72
57.128.179.9,57.128.179.9,8443,5.59,GB,LHR,81.73,96.17
57.129.137.220,57.129.137.220,443,5.57,GB,LHR,83.25,90.9
45.140.167.43,45.140.167.43,443,5.44,GB,LHR,89.26,120.16
57.128.178.63,57.128.178.63,443,5.42,GB,LHR,87.65,109.24
57.129.137.237,57.129.137.237,8443,5.39,GB,LHR,80.33,87.34
57.128.181.26,57.128.181.26,8443,5.36,GB,LHR,79.32,91.8
57.129.137.60,57.129.137.60,443,5.3,GB,LHR,85.97,105.34
213.1.145.50,213.1.145.4,443,5.27,GB,LHR,90.25,108.24
57.128.182.255,57.128.182.255,8443,5.23,GB,LHR,199.87,307.19
57.129.137.240,57.129.137.240,8443,5.23,GB,LHR,81.18,87.41
87.106.65.110,87.106.65.110,443,5.21,GB,LHR,97.42,115.79
57.128.183.3,57.128.183.3,443,5.17,GB,LHR,110.3,102.13
57.129.137.207,57.129.137.207,8443,5.1,GB,LHR,80.6,86.37
57.128.179.10,57.128.179.10,8443,5.06,GB,LHR,82.28,95.58
57.128.181.247,57.128.181.247,443,5.03,GB,LHR,81.47,96.82
57.129.137.73,57.129.137.73,443,4.97,GB,LHR,199.46,144.52
57.128.176.147,57.128.176.147,8443,4.97,GB,LHR,88.41,100.74
95.163.176.118,2a12:5940:5b2e::2,443,4.94,GB,FRA,99.26,121.16
57.128.183.143,57.128.183.143,8443,4.89,GB,LHR,77.91,86.43
171.22.181.245,171.22.181.245,443,4.86,GB,LHR,81.35,90.24
57.128.179.111,57.128.179.111,443,4.85,GB,LHR,79.58,105.97
57.129.137.56,57.129.137.56,8443,4.83,GB,LHR,77.8,84.19
57.128.177.203,57.128.177.203,8443,4.83,GB,LHR,77.66,92.39
95.163.176.118,2a12:5940:5b2e::2,8443,4.65,GB,FRA,102.06,145.85
57.128.177.218,57.128.177.218,8443,4.64,GB,LHR,84.63,102.46
57.129.137.235,57.129.137.235,443,4.63,GB,LHR,79.85,87.87
57.128.180.98,57.128.180.98,8443,4.62,GB,LHR,79.2,84.55
57.129.137.220,57.129.137.220,8443,4.58,GB,LHR,84.39,94.78
57.129.137.237,57.129.137.237,443,4.55,GB,LHR,77.89,84.18
57.129.137.227,57.129.137.227,443,4.46,GB,LHR,78.7,87.03
57.128.182.21,57.128.182.21,8443,4.46,GB,LHR,98.24,176.42
173.208.51.115,2a0d:3003:b700:104:1c00:67ff:fe00:4c6,443,4.45,GB,LHR,80.12,89.09
57.128.179.10,57.128.179.10,443,4.45,GB,LHR,80.61,94.12
57.128.183.142,57.128.183.142,8443,4.44,GB,LHR,83.83,87.85
57.128.182.27,57.128.182.27,8443,4.43,GB,LHR,84.09,89.61
57.128.183.137,57.128.183.137,443,4.41,GB,LHR,79.73,93.22
57.129.137.219,57.129.137.219,443,4.38,GB,LHR,81.27,85.99
87.117.247.29,87.117.247.27,443,4.33,GB,LHR,81.02,88.46
57.128.183.107,57.128.183.107,8443,4.33,GB,LHR,84.65,91.55
57.129.137.64,57.129.137.64,443,4.27,GB,LHR,79.99,87.06
57.129.137.89,57.129.137.89,443,4.25,GB,LHR,80.12,89.62
57.129.137.95,57.129.137.95,443,4.17,GB,LHR,80.5,100.93
57.129.137.87,57.129.137.87,8443,4.15,GB,LHR,80.14,103.57
57.128.183.214,57.128.183.214,443,4.15,GB,LHR,81.48,88.76
57.128.181.151,57.128.181.151,8443,4.11,GB,LHR,82.66,86.99
35.176.187.206,35.176.187.206,443,4.08,GB,LHR,81.57,89.73
57.128.180.133,57.128.180.133,443,4.07,GB,LHR,85.97,99.13
57.128.181.26,57.128.181.26,443,4.04,GB,LHR,81.81,90.88
57.128.183.90,57.128.183.90,8443,4.03,GB,LHR,82.61,92.14
57.129.137.56,57.129.137.56,443,4.01,GB,LHR,80.6,92.42
57.128.181.18,57.128.181.18,8443,3.93,GB,LHR,81.36,86.44
57.129.137.244,57.129.137.244,443,3.92,GB,LHR,84.11,99.13
57.128.176.37,57.128.176.37,8443,3.89,GB,LHR,79.61,87.77
57.129.137.87,57.129.137.87,443,3.89,GB,LHR,80.96,87.89
57.129.137.67,57.129.137.67,443,3.85,GB,LHR,80.29,92.22
57.129.137.85,57.129.137.85,8443,3.84,GB,LHR,79.8,86.93
57.129.137.82,57.129.137.82,443,3.8,GB,LHR,78.99,86.66
194.147.16.51,194.147.16.51,443,3.79,GB,AMS,83.82,101.93
57.128.176.37,57.128.176.37,443,3.78,GB,LHR,85.0,92.29
91.228.10.248,91.228.10.248,443,3.78,GB,LHR,94.1,99.68
57.129.137.197,57.129.137.197,8443,3.76,GB,LHR,80.21,89.01
57.128.183.138,57.128.183.138,8443,3.75,GB,LHR,85.99,92.81
57.128.183.142,57.128.183.142,443,3.73,GB,LHR,81.48,88.95
57.128.183.90,57.128.183.90,443,3.71,GB,LHR,78.47,87.64
57.128.177.206,57.128.177.206,8443,3.7,GB,LHR,87.35,89.28
57.129.137.96,57.129.137.96,8443,3.66,GB,LHR,83.34,95.58
57.128.183.137,57.128.183.137,8443,3.65,GB,LHR,80.67,97.96
57.129.137.90,57.129.137.90,8443,3.62,GB,LHR,80.25,88.04
57.129.137.57,57.129.137.57,443,3.61,GB,LHR,81.46,88.96
57.128.181.151,57.128.181.151,443,3.58,GB,LHR,81.1,92.35
195.54.161.97,195.54.161.97,443,3.57,GB,LHR,93.65,92.17
57.128.180.80,57.128.180.80,443,3.55,GB,LHR,79.84,85.46
57.129.131.167,57.129.131.167,8443,3.52,GB,LHR,79.28,88.23
57.128.183.107,57.128.183.107,443,3.52,GB,LHR,81.81,87.95
57.128.180.133,57.128.180.133,8443,3.5,GB,LHR,83.24,104.64
57.128.180.59,57.128.180.59,8443,3.49,GB,LHR,79.41,92.82
57.129.137.244,57.129.137.244,8443,3.44,GB,LHR,79.9,100.13
57.128.177.206,57.128.177.206,443,3.43,GB,LHR,80.38,101.07
57.129.137.83,57.129.137.83,443,3.41,GB,LHR,84.22,92.77
57.128.183.35,57.128.183.35,443,3.4,GB,LHR,79.68,85.56
57.128.182.52,57.128.182.52,443,3.38,GB,LHR,80.26,90.56
57.129.137.228,57.129.137.228,8443,3.36,GB,LHR,79.99,88.64
57.128.182.76,57.128.182.76,443,3.34,GB,LHR,81.44,88.66
57.128.183.77,57.128.183.77,443,3.33,GB,LHR,84.64,89.76
57.129.137.79,57.129.137.79,443,3.33,GB,LHR,84.14,91.76
57.128.177.176,57.128.177.176,8443,3.33,GB,LHR,79.63,89.45
57.129.137.227,57.129.137.227,8443,3.32,GB,LHR,85.44,91.84
57.128.176.90,57.128.176.90,443,3.32,GB,LHR,83.03,91.35
57.128.183.248,57.128.183.248,8443,3.32,GB,LHR,88.32,88.2
57.128.179.111,57.128.179.111,8443,3.28,GB,LHR,81.14,92.16
57.128.183.82,57.128.183.82,8443,3.28,GB,LHR,83.19,85.44
151.243.101.49,151.243.101.49,443,3.27,GB,LHR,83.15,95.84
57.129.137.59,57.129.137.59,8443,3.23,GB,LHR,84.91,93.1
57.129.137.55,57.129.137.55,8443,3.22,GB,LHR,81.44,86.18
57.128.182.61,57.128.182.61,443,3.2,GB,LHR,84.01,89.26
57.128.181.125,57.128.181.125,443,3.2,GB,LHR,80.11,114.6
57.129.137.58,57.129.137.58,8443,3.2,GB,LHR,81.42,85.06
57.128.183.108,57.128.183.108,8443,3.19,GB,LHR,103.77,115.22
57.128.181.82,57.128.181.82,8443,3.18,GB,LHR,79.99,86.56
57.129.137.233,57.129.137.233,443,3.12,GB,LHR,79.3,84.98
57.128.180.80,57.128.180.80,8443,3.12,GB,LHR,80.55,86.59
79.72.91.32,79.72.91.32,443,3.12,GB,LHR,84.99,95.31
68.168.31.169,68.168.31.164,443,3.09,GB,LHR,82.44,89.03
57.128.178.196,57.128.178.196,443,3.07,GB,LHR,78.37,89.31
57.128.177.198,57.128.177.198,8443,3.07,GB,LHR,78.62,96.74
57.128.179.45,57.128.179.45,8443,3.07,GB,LHR,88.28,100.18
57.129.137.219,57.129.137.219,8443,3.06,GB,LHR,87.59,94.63
57.129.137.61,57.129.137.61,8443,3.05,GB,LHR,84.37,89.82
57.128.183.82,57.128.183.82,443,3.05,GB,LHR,83.92,94.73
57.128.183.108,57.128.183.108,443,3.04,GB,LHR,84.2,116.6
57.129.137.49,57.129.137.49,8443,3.01,GB,LHR,80.92,90.21
57.128.179.254,57.128.179.254,443,2.99,GB,LHR,83.95,97.34
57.129.137.69,57.129.137.69,8443,2.99,GB,LHR,79.85,86.17
85.137.249.253,85.137.249.253,443,2.98,GB,LHR,82.61,87.57
57.128.183.40,57.128.183.40,443,2.98,GB,LHR,81.58,87.77
91.149.238.88,2605:e440:8::1:2c7,443,2.97,GB,LHR,80.16,87.08
57.129.137.59,57.129.137.59,443,2.94,GB,LHR,79.78,85.55
57.129.137.196,57.129.137.196,443,2.93,GB,LHR,79.58,93.28
57.129.137.214,57.129.137.214,8443,2.92,GB,LHR,80.96,89.84
57.129.137.218,57.129.137.218,8443,2.91,GB,LHR,87.43,89.46
57.129.137.63,57.129.137.63,8443,2.9,GB,LHR,80.19,88.55
57.128.178.224,57.128.178.224,8443,2.9,GB,LHR,81.47,91.76
57.129.137.199,57.129.137.199,8443,2.88,GB,LHR,81.21,86.5
57.129.137.235,57.129.137.235,8443,2.88,GB,LHR,78.96,90.19
57.129.137.72,57.129.137.72,8443,2.88,GB,LHR,87.44,90.07
57.129.137.85,57.129.137.85,443,2.83,GB,LHR,84.94,91.71
18.170.77.148,18.170.77.148,443,2.82,GB,LHR,94.96,89.78
46.101.29.160,46.101.29.160,443,2.82,GB,LHR,87.49,111.47
57.128.177.22,57.128.177.22,8443,2.82,GB,LHR,80.4,94.99
57.129.137.196,57.129.137.196,8443,2.81,GB,LHR,96.08,92.36
57.129.137.80,57.129.137.80,8443,2.79,GB,LHR,79.33,115.48
57.128.183.59,57.128.183.59,443,2.78,GB,LHR,82.31,96.04
57.128.183.245,57.128.183.245,8443,2.78,GB,LHR,81.81,111.08
57.128.181.247,57.128.181.247,8443,2.78,GB,LHR,83.83,88.14
57.129.137.240,57.129.137.240,443,2.77,GB,LHR,83.34,98.71
57.128.181.88,57.128.181.88,8443,2.76,GB,LHR,77.81,89.3
57.129.137.218,57.129.137.218,443,2.75,GB,LHR,80.84,93.33
57.128.181.221,57.128.181.221,443,2.74,GB,LHR,81.72,91.14
57.128.181.18,57.128.181.18,443,2.73,GB,LHR,79.16,83.51
57.128.180.238,57.128.180.238,8443,2.71,GB,LHR,77.71,114.7
91.227.62.63,69.42.213.63,443,2.69,GB,LHR,80.49,91.41
57.128.182.76,57.128.182.76,8443,2.68,GB,LHR,80.14,84.05
57.129.137.203,57.129.137.203,443,2.66,GB,LHR,82.32,85.89
57.129.137.207,57.129.137.207,443,2.65,GB,LHR,80.64,85.41
57.129.137.221,57.129.137.221,8443,2.65,GB,LHR,83.59,97.85
57.129.137.55,57.129.137.55,443,2.64,GB,LHR,91.25,94.91
57.128.176.82,57.128.176.82,443,2.61,GB,LHR,79.18,87.72
57.129.137.205,57.129.137.205,8443,2.58,GB,LHR,79.01,91.32
5.231.56.250,2a0f:85c1:b73:2fd::a,8443,2.58,GB,FRA,92.06,108.74
57.128.177.176,57.128.177.176,443,2.58,GB,LHR,82.72,88.65
57.128.176.90,57.128.176.90,8443,2.57,GB,LHR,79.25,87.89
57.128.181.88,57.128.181.88,443,2.56,GB,LHR,80.36,125.02
178.157.82.110,178.157.82.110,8443,2.54,GB,LHR,90.16,106.19
91.149.202.142,91.149.202.142,443,2.54,GB,LHR,80.14,92.26
57.129.137.201,57.129.137.201,443,2.54,GB,LHR,84.23,90.86
57.129.137.230,57.129.137.230,8443,2.5,GB,LHR,78.96,95.28
171.22.181.224,171.22.181.224,443,2.5,GB,LHR,82.99,92.18
57.129.137.89,57.129.137.89,8443,2.49,GB,LHR,82.53,86.14
57.129.137.72,57.129.137.72,443,2.48,GB,LHR,90.58,85.74
82.145.63.59,82.145.63.59,443,2.47,GB,LHR,80.27,87.2
57.129.137.234,57.129.137.234,8443,2.46,GB,LHR,79.99,99.76
57.129.137.223,57.129.137.223,8443,2.44,GB,LHR,80.06,98.73
57.129.137.214,57.129.137.214,443,2.44,GB,LHR,78.61,86.41
57.129.137.242,57.129.137.242,8443,2.41,GB,LHR,83.45,87.27
57.128.178.224,57.128.178.224,443,2.41,GB,LHR,80.46,90.32
57.129.137.82,57.129.137.82,8443,2.41,GB,LHR,87.17,92.27
130.185.249.75,2a04:92c7:2:315::c63a,443,2.4,GB,LHR,83.88,104.09
57.129.137.54,57.129.137.54,8443,2.4,GB,LHR,80.43,86.83
57.128.176.149,57.128.176.149,8443,2.38,GB,LHR,80.18,103.87
57.129.137.54,57.129.137.54,443,2.38,GB,LHR,80.71,87.84
57.129.137.52,57.129.137.52,8443,2.37,GB,LHR,83.06,87.25
57.129.137.243,57.129.137.243,443,2.34,GB,LHR,81.88,86.34
51.68.219.187,51.68.219.187,8443,2.34,GB,LHR,81.41,98.9
130.185.144.78,130.185.144.78,443,2.34,GB,LHR,80.36,88.82
88.218.250.82,88.218.250.82,443,2.32,GB,AMS,84.73,109.29
91.199.32.86,91.199.32.86,2053,2.3,GB,LHR,80.18,89.08
57.129.137.201,57.129.137.201,8443,2.29,GB,LHR,83.89,87.95
213.165.84.165,213.165.84.165,443,2.29,GB,LHR,94.53,127.41
57.128.180.238,57.128.180.238,443,2.28,GB,LHR,80.02,99.04
57.129.137.70,57.129.137.70,443,2.28,GB,LHR,80.26,86.93
67.159.56.85,67.159.56.85,443,2.28,GB,LHR,94.56,94.59
57.129.137.226,57.129.137.226,8443,2.27,GB,LHR,81.12,92.81
57.129.137.236,57.129.137.236,8443,2.27,GB,LHR,80.72,89.69
57.129.131.165,57.129.131.165,2053,2.26,GB,LHR,90.22,90.63
178.157.82.110,178.157.82.110,2053,2.23,GB,LHR,84.93,102.64
57.129.137.243,57.129.137.243,8443,2.23,GB,LHR,102.81,87.53
57.128.183.77,57.128.183.77,8443,2.22,GB,LHR,81.49,86.32
57.129.137.210,57.129.137.210,443,2.22,GB,LHR,91.5,89.95
57.129.137.241,57.129.137.241,8443,2.22,GB,LHR,80.82,84.55
57.128.180.59,57.128.180.59,443,2.21,GB,LHR,85.72,98.85
57.129.137.230,57.129.137.230,443,2.18,GB,LHR,85.43,105.03
62.60.216.82,2a0b:4140:4c52::2,8443,2.18,GB,FRA,91.23,94.42
132.145.29.208,132.145.29.208,443,2.18,GB,LHR,85.03,99.21
57.129.137.95,57.129.137.95,8443,2.16,GB,LHR,77.79,96.16
57.129.137.211,57.129.137.211,8443,2.15,GB,LHR,79.4,98.1
57.128.178.164,57.128.178.164,8443,2.13,GB,LHR,91.24,113.51
57.128.183.214,57.128.183.214,8443,2.11,GB,LHR,85.87,95.77
57.129.137.65,57.129.137.65,8443,2.1,GB,LHR,86.6,85.35
57.129.137.93,57.129.137.93,8443,2.08,GB,LHR,79.02,89.02
57.129.137.49,57.129.137.49,443,2.08,GB,LHR,79.27,84.83
2.56.179.4,2.56.179.4,443,2.06,GB,LHR,87.59,111.17
57.129.137.210,57.129.137.210,8443,2.06,GB,LHR,90.21,86.43
57.129.137.222,57.129.137.222,443,2.02,GB,LHR,81.0,86.85
57.128.181.24,57.128.181.24,8443,2.0,GB,LHR,85.95,89.31
213.165.88.177,213.165.88.177,443,2.0,GB,LHR,94.7,120.12
57.128.182.234,57.128.182.234,8443,1.99,GB,LHR,84.38,101.07
57.128.177.198,57.128.177.198,443,1.99,GB,LHR,80.67,91.64
51.89.224.186,51.89.224.186,8443,1.98,GB,LHR,84.45,91.0
37.157.242.6,37.157.242.6,443,1.98,GB,LHR,86.37,108.46
57.129.137.242,57.129.137.242,443,1.97,GB,LHR,78.77,89.28
57.129.137.57,57.129.137.57,8443,1.97,GB,LHR,80.8,87.31
109.169.76.23,109.169.76.23,443,1.96,GB,LHR,82.59,92.88
57.129.137.86,57.129.137.86,8443,1.86,GB,LHR,91.46,85.75
78.129.253.115,78.129.253.115,443,1.86,GB,LHR,86.74,96.07
57.129.131.163,57.129.131.163,8443,1.86,GB,LHR,84.21,98.93
57.129.137.203,57.129.137.203,8443,1.85,GB,LHR,93.26,87.9
34.39.62.53,34.39.62.53,443,1.84,GB,LHR,81.47,101.19
