IP,cf-meta-ip,端口,速度(Mbps),CF归属国,机房,TCP延迟(ms),TLS延迟(ms)
152.32.171.162,152.32.171.162,443,1.24,HK,HKG,206.76,217.03
154.83.86.145,2400:e3e0:f5a9:588c:ff15:7f9b:d8eb:82d,8443,1.18,HK,HKG,249.59,211.3
8.223.63.189,47.83.111.177,443,1.09,HK,HKG,202.71,225.76
103.74.192.228,2001:df1:7880:100:ae90:fcff:fe00:126f,443,1.08,HK,HKG,210.98,246.44
159.138.138.87,159.138.138.87,443,1.03,HK,HKG,200.46,214.33
43.161.222.233,240d:c000:f000:a000:96dc:dd4:2a30:0,443,1.02,HK,HKG,201.25,210.4
89.185.25.124,2401:b60:14::8ac:a5fe,8443,1.02,HK,HKG,199.95,214.55
63.32.194.15,63.32.194.15,2053,3.66,IE,DUB,72.99,82.8
63.32.194.15,63.32.194.15,8443,3.18,IE,DUB,70.77,81.76
23.95.225.214,23.95.225.214,8443,1.86,IE,DUB,84.56,100.51
23.95.225.214,23.95.225.214,2053,1.56,IE,DUB,84.72,101.14
172.236.187.52,172.236.187.52,443,2.08,IN,BOM,198.26,202.72
143.244.130.180,143.244.130.180,443,1.33,IN,BOM,210.34,245.76
216.10.243.159,43.225.54.7,443,1.31,IN,BOM,283.6,287.66
89.147.109.212,89.147.109.212,443,1.39,IS,KEF,109.31,121.68
5.249.146.98,5.249.146.98,443,5.89,IT,FCO,104.38,150.79
158.51.109.180,158.51.109.180,443,7.28,JP,NRT,192.87,219.24
82.40.44.171,2a13:edc0:21:9575:8633:e3a0:134c:240c,8443,4.59,JP,NRT,151.68,184.71
47.74.23.32,47.74.23.32,8443,3.99,JP,NRT,200.41,346.65
45.76.54.136,2401:c080:1000:1e89:5400:5ff:fefe:2f49,443,3.57,JP,NRT,167.09,185.19
23.27.11.196,2400:8d60:8::ac15:e41b,443,3.52,JP,KIX,171.29,171.41
132.145.127.203,132.145.127.203,2053,3.51,JP,NRT,152.48,175.16
198.13.55.144,2001:19f0:7001:26dd:face::1,443,3.4,JP,NRT,360.02,234.06
38.47.105.38,2a12:f8c1:50:4::6d7,443,3.27,JP,NRT,157.51,175.68
64.176.50.149,64.176.50.149,443,3.25,JP,KIX,163.57,190.22
45.32.51.200,2401:c080:1000:4b36:5400:6ff:fe06:9642,443,3.2,JP,NRT,162.34,160.53
154.31.113.102,2403:18c0:1000:186:ac69:b9ff:fe49:d6d0,443,3.19,JP,NRT,151.46,178.08
103.106.0.123,103.106.0.123,443,3.08,JP,NRT,153.61,183.63
172.104.127.132,172.104.127.132,443,3.03,JP,NRT,157.06,163.42
45.76.107.78,45.76.107.78,443,3.01,JP,NRT,169.49,191.84
43.170.8.95,43.175.17.109,443,2.96,JP,NRT,151.38,158.97
13.231.5.138,2406:da14:94:7600:c37f:eea5:170b:febe,443,2.96,JP,NRT,158.56,187.97
156.246.94.155,156.246.94.155,8443,2.96,JP,NRT,162.43,170.24
172.238.6.57,172.238.6.57,443,2.93,JP,NRT,157.61,186.2
13.192.208.38,2406:da14:9fb:f02:727:2586:3bef:fe0a,443,2.89,JP,NRT,153.43,166.53
45.77.19.8,2401:c080:1000:13ec:5400:5ff:feee:377d,443,2.87,JP,NRT,156.45,178.82
153.121.64.183,153.121.64.183,8443,2.85,JP,NRT,218.23,199.36
103.106.228.126,103.106.228.126,2053,2.85,JP,NRT,169.52,213.6
161.33.7.163,161.33.7.163,443,2.82,JP,KIX,163.0,177.66
45.32.17.67,2001:19f0:7001:395d:5400:6ff:fe00:161e,443,2.79,JP,NRT,161.65,169.62
3.113.112.119,3.113.112.119,443,2.77,JP,NRT,157.19,192.24
64.176.38.23,2a09:bac5:42f3:1e1e::300:64,2083,2.58,JP,KIX,164.22,169.93
45.76.203.234,45.76.107.78,443,2.52,JP,NRT,152.89,162.1
8.216.5.125,8.216.5.125,443,2.49,JP,NRT,153.6,181.86
45.77.178.100,2001:19f0:7001:5ed3:5400:5ff:fed1:2d49,443,2.45,JP,NRT,156.42,161.2
64.176.55.74,2401:c080:3800:3a66:5400:5ff:fe28:da62,443,2.42,JP,KIX,174.91,173.37
108.160.133.80,2401:c080:1000:1526:5400:6ff:fe04:404c,443,2.41,JP,NRT,151.55,161.26
217.142.235.112,217.142.235.112,443,2.41,JP,KIX,163.96,291.17
64.176.52.230,2401:c080:3800:3b52:5400:4ff:fe8b:f6c7,443,2.39,JP,KIX,163.11,174.57
8.222.185.236,8.221.173.54,443,2.38,JP,NRT,232.24,328.76
141.147.185.63,141.147.185.63,443,2.35,JP,NRT,157.36,164.65
202.144.192.37,2402:c480:3000:1514:1c00:50ff:fe00:59b,443,2.35,JP,NRT,184.04,176.03
27.133.128.207,27.133.128.207,2083,2.33,JP,NRT,152.27,266.42
45.32.55.253,45.32.55.253,443,2.32,JP,NRT,163.49,186.17
64.176.35.237,2401:c080:3800:26a3:5400:6ff:fe08:ba27,443,2.31,JP,KIX,164.23,173.76
132.145.127.203,132.145.127.203,8443,2.28,JP,NRT,159.56,170.04
34.84.24.166,34.153.201.30,443,2.26,JP,NRT,153.38,184.64
45.8.114.99,45.8.114.99,2053,2.25,JP,NRT,164.69,174.68
74.113.96.137,2602:fd6f:110::82,443,2.21,JP,NRT,165.9,222.93
64.176.55.236,2401:c080:3800:24ce:5400:6ff:fe05:5c6c,443,2.2,JP,KIX,161.9,304.93
207.148.108.85,2001:19f0:7002:7f6:5400:6ff:fe0a:f7b8,443,2.18,JP,NRT,190.84,175.17
212.135.211.5,2a13:edc0:18:101::a,8443,2.13,JP,NRT,167.86,213.41
8.211.142.226,240b:4009:25a:1801:ffff:144:660c:1d4a,443,2.11,JP,NRT,153.96,179.48
47.79.37.210,240b:4009:25a:1802:0:c230:b77f:e927,443,2.1,JP,NRT,152.07,164.69
8.216.5.125,8.216.5.125,8443,2.09,JP,NRT,197.7,175.36
8.216.5.125,8.216.5.125,2053,2.09,JP,NRT,177.75,200.62
168.138.46.67,168.138.46.67,443,2.07,JP,KIX,279.07,391.48
138.2.59.112,138.2.59.112,443,2.05,JP,KIX,165.83,173.94
18.183.158.211,18.183.158.211,443,2.04,JP,NRT,156.11,166.01
161.33.190.243,161.33.190.243,443,2.03,JP,NRT,151.83,167.3
8.216.5.125,8.216.5.125,2096,2.02,JP,NRT,160.11,197.55
74.113.96.137,2602:fd6f:110::82,8443,2.02,JP,NRT,167.47,223.09
172.235.211.171,172.235.211.171,443,2.01,JP,KIX,164.27,182.92
167.179.110.68,2401:c080:1000:1315:5400:5ff:feee:e2bd,8443,1.97,JP,NRT,157.01,161.6
8.216.5.125,8.216.5.125,2087,1.96,JP,NRT,160.67,180.36
131.143.214.13,131.143.214.13,443,1.96,JP,NRT,169.15,183.0
8.216.5.125,8.216.5.125,2083,1.93,JP,NRT,210.33,194.15
45.77.25.52,45.77.25.52,443,1.88,JP,NRT,156.28,166.37
89.31.126.25,89.31.126.25,8443,1.87,JP,NRT,159.72,154.69
45.142.126.87,2a12:a301:2002::10f0,8443,1.87,JP,NRT,164.32,224.51
150.230.5.126,150.230.5.126,443,1.84,JP,KIX,164.09,168.94
158.179.176.239,2603:c021:8019:f300:d8a8:367a:ba07:d381,443,1.8,JP,NRT,163.48,156.62
38.47.105.76,38.47.105.76,443,1.78,JP,NRT,161.23,170.93
3.112.21.102,3.112.21.102,443,1.73,JP,NRT,162.66,166.36
160.191.40.242,2401:b60:37:30d3::,443,1.71,JP,NRT,158.87,158.48
156.246.90.115,2602:fa4f:a30:85f0:4f1c:77ba:d475:68ad,443,1.71,JP,NRT,165.37,182.51
138.3.214.171,138.3.214.171,443,1.68,JP,NRT,156.44,158.44
149.28.17.67,2401:c080:1000:1789:5400:5ff:feea:8068,443,1.67,JP,NRT,154.54,157.77
64.176.36.61,64.176.36.61,443,1.65,JP,KIX,166.84,176.42
45.76.105.164,45.76.105.164,8443,1.65,JP,NRT,153.44,160.84
202.182.120.162,2401:c080:1000:190e:5400:5ff:feee:e274,8443,1.6,JP,NRT,155.69,176.67
198.13.47.253,198.13.47.253,443,1.57,JP,NRT,161.72,158.04
161.33.158.241,161.33.158.241,443,1.56,JP,NRT,157.61,161.13
141.147.144.109,141.147.144.109,443,1.55,JP,KIX,310.97,238.37
152.69.197.207,152.69.197.207,443,1.54,JP,KIX,169.23,174.31
84.247.153.71,2400:d320:2307:198::1,443,1.53,JP,NRT,169.08,173.95
45.76.202.94,45.76.202.94,443,1.52,JP,NRT,152.82,164.71
178.239.125.44,178.239.125.44,8443,1.5,JP,NRT,151.51,201.34
109.123.231.212,109.123.231.212,2053,1.49,JP,NRT,171.05,202.44
8.219.195.31,8.221.172.5,443,1.49,JP,NRT,227.97,304.56
153.126.211.25,153.126.211.25,443,1.48,JP,NRT,171.18,264.52
64.176.54.93,64.176.54.93,443,1.47,JP,KIX,164.14,170.53
45.192.248.144,45.192.248.144,443,1.46,JP,NRT,201.49,181.94
138.2.31.37,138.2.31.37,443,1.45,JP,NRT,154.34,161.53
154.36.183.156,154.36.183.156,443,1.42,JP,NRT,213.73,253.21
45.76.208.123,2001:19f0:7001:3ea2:5400:5ff:fe98:6723,8443,1.41,JP,NRT,151.54,157.03
38.47.110.123,38.47.110.123,443,1.41,JP,KIX,170.34,171.83
217.142.241.16,2603:c023:11:6800:0:b90c:e446:5891,8443,1.41,JP,KIX,170.71,171.41
64.176.52.176,2401:c080:3800:3199:5400:5ff:fef7:6f4a,443,1.4,JP,KIX,166.85,171.07
45.32.21.42,2001:19f0:7001:5832:5400:6ff:fe05:fd1d,443,1.37,JP,NRT,162.1,160.31
154.31.115.193,2403:18c0:1000:263:a891:dfff:fea1:112,443,1.36,JP,NRT,156.55,156.98
38.226.195.129,38.226.195.129,443,1.35,JP,NRT,170.2,188.85
198.13.62.34,2001:19f0:7001:943:5400:5ff:fed7:7d75,443,1.34,JP,NRT,157.92,164.86
176.97.70.51,176.97.70.51,8443,1.32,JP,NRT,173.2,164.18
153.121.58.207,153.121.58.207,443,1.32,JP,NRT,158.21,169.99
89.125.244.207,89.125.244.207,443,1.29,JP,NRT,160.14,172.83
160.16.91.248,160.16.91.248,8443,1.29,JP,NRT,158.61,173.72
167.179.119.92,2401:c080:1000:1818:5400:5ff:fef6:e4c0,443,1.28,JP,NRT,172.85,166.34
160.251.171.131,2400:8500:2002:3162:160:251:171:131,443,1.27,JP,FUK,171.98,207.82
8.219.155.125,8.221.173.54,443,1.27,JP,NRT,228.94,302.23
46.250.251.180,2400:d320:2313:9585::1,443,1.26,JP,NRT,160.2,167.73
139.180.195.69,2001:19f0:7001:2de6:5400:5ff:fe8b:9604,443,1.24,JP,NRT,156.27,168.63
207.148.115.94,2001:19f0:7001:c48:5400:6ff:fe02:18d9,443,1.24,JP,NRT,161.65,170.48
3.112.89.102,2406:da14:b07:7b00:5c9b:be19:8b01:ed02,8443,1.23,JP,NRT,152.6,164.41
185.200.66.50,185.200.66.50,443,1.21,JP,NRT,171.94,173.9
149.28.21.106,149.28.21.106,443,1.21,JP,NRT,163.62,167.48
161.248.254.27,2606:6680:60:1::fd69:1327,443,1.15,JP,NRT,153.63,167.74
140.238.51.35,140.238.51.35,443,1.15,JP,NRT,152.64,160.07
172.104.81.253,2400:8902::f03c:91ff:fe69:2968,443,1.14,JP,NRT,158.81,155.16
109.123.231.212,109.123.231.212,443,1.13,JP,NRT,164.09,197.66
167.179.76.8,2001:19f0:7001:1cfe:5400:5ff:fead:5481,443,1.12,JP,NRT,158.29,164.96
153.121.45.101,153.121.45.101,443,1.1,JP,NRT,170.5,161.44
64.176.44.23,2401:c080:3800:2097:5400:5ff:feeb:9e0b,443,1.1,JP,KIX,178.18,178.6
216.238.54.35,2a0c:9a40:8aa1:1370::,443,1.09,JP,NRT,151.41,156.68
38.47.110.123,38.47.110.123,8443,1.08,JP,KIX,182.98,166.62
123.111.169.70,123.111.169.70,8443,3.11,KR,ICN,182.88,184.97
123.111.169.70,123.111.169.70,2087,3.06,KR,ICN,182.81,186.88
123.111.169.70,123.111.169.70,2083,2.55,KR,ICN,180.59,182.65
64.176.226.26,2401:c080:1c00:2898:5400:4ff:feac:7e52,8443,2.4,KR,ICN,188.0,331.98
123.111.169.70,123.111.169.70,2096,2.35,KR,ICN,184.64,193.5
64.110.71.6,2603:c022:8001:7833:c0ce:af7c:2944:e9f9,443,2.15,KR,ICN,188.57,195.08
123.111.169.70,123.111.169.70,2053,2.1,KR,ICN,184.89,193.14
193.123.233.175,2603:c022:800f:6d83:34ea:d13b:c892:c75c,443,2.09,KR,ICN,194.93,197.76
43.164.133.86,43.164.133.86,8443,2.01,KR,ICN,183.41,190.94
129.154.222.63,2603:c022:8010:ea8b::9527,8443,2.0,KR,ICN,206.13,226.69
109.61.127.134,109.61.127.134,443,1.85,KR,ICN,180.61,219.98
123.111.169.70,123.111.169.70,443,1.82,KR,ICN,180.15,184.44
168.107.53.214,2603:c024:15:5500:0:a90a:13a3:cb65,8443,1.74,KR,ICN,252.96,342.32
129.154.50.159,2603:c024:f:42bb:103e:2ba7:f6bc:66f7,443,1.69,KR,ICN,297.52,248.25
152.70.253.84,2603:c022:8005:2230:b09e:a79e:4125:84ee,8443,1.68,KR,ICN,195.3,199.12
130.162.132.38,130.162.132.38,443,1.61,KR,ICN,208.81,213.39
158.180.72.60,158.180.72.60,443,1.54,KR,ICN,204.0,239.17
119.205.235.58,119.205.235.58,443,1.54,KR,ICN,190.23,195.52
144.24.73.232,144.24.73.232,443,1.5,KR,ICN,208.1,217.3
193.122.108.223,2603:c022:8011:a2ef:9bb6:951d:353d:7703,443,1.48,KR,ICN,192.17,236.33
146.56.173.243,146.56.173.243,443,1.47,KR,ICN,202.06,221.0
158.247.255.3,2401:c080:1c00:2280:5400:4ff:fea6:6a06,8443,1.45,KR,ICN,177.86,184.68
141.164.60.73,2401:c080:1c00:2a3f:5400:5ff:fed7:7f13,443,1.44,KR,ICN,178.12,189.03
158.179.193.81,2603:c024:e:b300:0:54ef:b717:7ad7,8443,1.42,KR,ICN,190.89,201.92
168.107.13.136,168.107.13.136,8443,1.28,KR,ICN,198.03,249.99
152.70.93.86,2603:c022:8019:a200:0:9331:dbfb:8e5f,8443,1.27,KR,ICN,188.76,193.77
193.123.232.91,2603:c022:800f:6d83:4a4:1527:6979:8db,443,1.16,KR,ICN,212.66,213.57
130.162.130.105,130.162.130.105,443,1.16,KR,ICN,192.03,199.47
134.185.108.199,2603:c024:15:1b00:0:a7c2:5fcb:7981,8443,1.09,KR,ICN,198.9,206.84
193.122.109.19,2603:c022:8003:d500:6954:870d:45ee:330f,443,1.07,KR,ICN,196.68,202.67
94.131.13.110,94.131.13.110,443,6.55,LT,VNO,120.65,132.94
5.199.169.243,5.199.169.243,8443,4.02,LT,VNO,114.64,127.39
185.80.128.115,2a05:7cc0:0:185:80:128:115:1,8443,3.88,LT,VNO,119.78,124.56
103.231.72.6,103.231.72.6,2053,2.21,LT,VNO,112.51,129.36
5.199.169.243,5.199.169.243,2053,2.08,LT,VNO,114.29,130.24
103.231.72.6,103.231.72.6,8443,1.6,LT,VNO,111.89,128.47
185.237.185.182,185.237.185.182,2053,1.34,LT,VNO,119.06,160.82
5.199.169.243,5.199.169.243,443,1.32,LT,WAW,113.26,140.62
31.56.117.15,31.56.117.15,443,10.84,LV,ARN,123.66,159.76
217.60.6.24,217.60.6.24,443,8.26,LV,ARN,112.77,142.04
91.197.1.127,91.197.1.127,8443,7.06,LV,RIX,109.94,125.68
168.222.255.105,168.222.255.105,443,6.36,LV,WAW,114.97,149.4
85.31.102.163,85.31.102.163,443,6.35,LV,RIX,209.19,299.42
213.21.222.70,2a11:7e41:1:1::ea,8443,6.27,LV,RIX,115.27,119.93
5.34.208.204,5.34.208.204,443,5.95,LV,RIX,109.51,119.71
31.57.29.93,31.57.29.93,443,5.83,LV,ARN,111.11,134.28
188.253.22.137,2a0c:16c0:515:80b::dc75,443,5.74,LV,RIX,113.22,125.45
188.253.17.254,2a0c:16c0:515:3b7::94e8,443,5.44,LV,RIX,111.45,131.36
188.253.19.186,188.253.19.186,443,5.09,LV,RIX,122.58,115.16
217.60.3.200,217.60.3.200,443,4.88,LV,ARN,112.45,126.6
91.197.1.119,185.214.96.154,443,4.63,LV,RIX,109.45,123.3
37.128.207.194,37.128.207.194,443,4.47,LV,RIX,110.67,129.86
91.197.0.100,91.197.0.100,443,4.16,LV,RIX,112.21,118.19
185.242.107.169,185.242.107.169,443,4.04,LV,RIX,110.49,118.76
91.197.1.127,91.197.1.127,2053,3.77,LV,RIX,114.44,121.57
195.123.209.166,2a02:27ac::f01,443,3.57,LV,WAW,111.37,137.63
185.113.139.65,185.113.139.65,443,3.48,LV,RIX,114.32,121.05
62.192.174.31,62.192.174.31,443,3.36,LV,WAW,116.78,178.27
5.34.215.68,2a0c:16c0:515:1d8::2a69,443,3.33,LV,RIX,116.03,123.58
46.32.187.124,46.32.187.124,443,3.12,LV,RIX,109.18,116.14
217.60.1.138,217.60.1.138,443,2.98,LV,ARN,111.65,137.35
37.128.204.4,37.128.204.4,2053,2.93,LV,RIX,109.99,119.3
185.82.127.156,185.82.127.156,443,2.72,LV,ARN,117.51,136.85
46.32.186.178,46.32.186.178,443,2.58,LV,RIX,114.76,125.02
185.22.172.236,185.22.172.236,443,2.57,LV,RIX,121.47,111.45
185.242.106.215,185.242.106.215,443,2.57,LV,RIX,115.11,116.46
62.76.239.244,62.76.239.244,443,2.55,LV,RIX,120.99,203.9
193.124.254.121,193.124.254.121,443,2.53,LV,ARN,116.91,141.36
217.60.2.248,2a13:7c00:10:10:f816:3eff:fefc:88e7,8443,2.53,LV,ARN,109.89,128.52
213.21.222.117,213.21.222.117,443,2.49,LV,RIX,112.18,132.24
185.242.106.243,2a0c:16c0:500:279::3b9c,443,2.48,LV,RIX,110.97,119.38
31.128.33.253,2a09:bac1:45a0::406:46,443,2.48,LV,ARN,110.54,129.09
217.177.45.178,217.177.45.178,443,2.47,LV,ARN,114.54,150.26
212.6.44.232,212.6.44.232,443,2.39,LV,RIX,112.17,137.84
195.135.252.244,195.135.252.244,443,2.39,LV,RIX,116.73,132.38
31.57.157.140,31.57.157.140,443,2.38,LV,ARN,113.09,135.26
37.128.204.4,37.128.204.4,8443,2.26,LV,RIX,115.88,113.62
217.60.0.95,217.60.0.95,443,2.25,LV,ARN,109.26,142.85
193.68.89.220,193.68.89.220,8443,2.24,LV,ARN,105.92,118.28
91.204.75.100,91.204.75.100,443,2.14,LV,ARN,113.1,147.23
178.248.75.6,178.248.75.6,443,1.99,LV,WAW,111.27,141.05
46.32.184.50,46.32.184.50,443,1.98,LV,RIX,111.13,150.27
37.128.207.96,37.128.207.96,443,1.97,LV,RIX,111.52,122.94
37.128.204.228,37.128.204.228,443,1.95,LV,RIX,114.76,134.31
193.68.89.220,193.68.89.220,443,1.88,LV,ARN,106.35,138.41
77.73.71.196,77.73.71.196,443,1.78,LV,RIX,109.92,130.75
217.60.2.201,217.60.2.201,443,1.67,LV,ARN,118.23,138.35
188.253.23.98,188.253.23.98,443,1.63,LV,RIX,110.73,116.67
31.57.158.134,31.57.158.134,443,1.58,LV,ARN,111.18,129.26
37.128.205.47,37.128.205.47,443,1.57,LV,RIX,109.29,120.11
103.231.73.153,103.231.73.153,443,1.51,LV,RIX,148.05,128.27
195.135.254.201,195.135.254.201,443,1.48,LV,RIX,110.28,117.73
37.128.207.179,37.128.207.179,443,1.45,LV,RIX,114.92,142.52
194.58.34.139,194.58.34.139,443,1.4,LV,RIX,120.0,162.09
138.124.182.174,138.124.182.174,443,1.4,LV,RIX,113.13,122.17
31.58.77.150,31.58.77.150,443,1.38,LV,ARN,117.08,139.44
217.60.2.31,217.60.2.31,443,1.34,LV,ARN,112.42,163.23
31.128.32.98,31.128.32.98,443,1.3,LV,ARN,111.57,133.42
213.165.63.87,213.165.63.87,443,1.28,LV,RIX,125.21,142.79
195.135.255.74,195.135.255.74,443,1.25,LV,RIX,114.74,122.58
217.60.4.249,217.60.4.249,443,1.22,LV,ARN,109.67,128.2
91.204.75.99,91.204.75.99,443,1.2,LV,ARN,116.54,137.34
5.39.250.14,5.39.250.14,443,1.17,LV,RIX,115.76,145.32
217.60.4.19,217.60.4.19,443,1.16,LV,ARN,121.59,136.04
185.176.220.157,185.176.220.157,443,1.1,LV,RIX,115.2,134.26
31.58.77.194,31.58.77.194,2053,1.07,LV,ARN,115.8,136.21
5.34.211.150,5.34.211.150,443,1.06,LV,RIX,116.15,153.83
84.15.194.158,84.15.194.158,443,1.01,LV,VNO,141.5,214.45
45.207.35.172,2a0e:97c0:7d7:caf8:1b08:ae5d:2114:522a,443,1.25,MO,HKG,195.96,221.8
212.34.148.122,212.34.148.122,8443,19.17,NL,AMS,116.46,126.74
147.45.50.207,147.45.50.207,443,19.14,NL,AMS,180.79,378.28
109.234.36.78,62.84.103.212,443,18.88,NL,AMS,125.68,166.53
91.84.105.32,91.84.105.32,443,18.43,NL,AMS,102.13,92.13
23.94.105.240,23.94.105.240,443,17.83,NL,AMS,116.15,172.54
212.111.89.16,212.111.89.16,443,17.68,NL,AMS,288.08,206.05
212.34.148.122,212.34.148.122,2053,17.38,NL,AMS,115.31,109.34
89.110.67.172,89.110.67.172,443,17.1,NL,AMS,158.92,161.65
89.110.101.13,89.110.101.13,8443,16.91,NL,AMS,102.75,106.23
91.84.127.163,91.84.127.163,8443,16.38,NL,AMS,95.3,105.18
45.61.137.103,45.61.137.103,8443,16.37,NL,DUS,87.86,121.52
212.34.128.155,212.34.128.155,8443,16.26,NL,AMS,108.74,150.99
78.40.193.41,78.40.193.41,443,15.89,NL,AMS,114.24,302.88
51.15.70.69,51.15.70.69,443,15.4,NL,AMS,165.76,112.72
212.34.128.155,212.34.128.155,2053,15.1,NL,AMS,98.64,190.29
89.110.101.13,89.110.101.13,2053,14.76,NL,AMS,130.69,125.82
89.124.77.146,89.124.77.146,443,14.54,NL,DME,85.0,223.54
72.56.99.71,72.56.99.71,443,14.46,NL,AMS,136.67,204.51
213.142.147.133,213.142.147.133,443,14.39,NL,AMS,117.77,151.58
138.124.67.111,138.124.67.111,443,14.33,NL,AMS,267.81,188.96
194.58.47.105,194.58.47.105,443,14.28,NL,AMS,102.83,232.46
91.84.105.41,91.84.105.41,8443,14.25,NL,AMS,130.75,230.72
152.53.200.241,152.53.200.241,8443,14.21,NL,AMS,129.38,177.52
43.170.17.114,43.174.105.251,443,14.16,NL,AMS,90.54,94.71
109.107.167.104,109.107.167.104,443,14.04,NL,AMS,88.95,110.72
80.64.17.207,80.64.17.207,443,14.02,NL,AMS,92.89,147.93
213.183.51.71,213.183.51.71,443,13.9,NL,AMS,104.16,153.39
89.110.83.224,89.110.83.224,443,13.44,NL,AMS,162.34,207.04
144.124.229.34,144.124.229.34,443,13.41,NL,AMS,85.78,105.45
45.61.137.103,45.61.137.103,2053,13.32,NL,DUS,96.86,123.54
89.110.122.18,89.110.122.18,2053,12.7,NL,AMS,90.31,115.13
91.84.97.196,91.84.97.196,8443,12.58,NL,AMS,104.33,143.27
185.185.41.34,185.185.41.34,443,12.53,NL,AMS,192.41,146.22
91.201.112.113,91.201.112.113,443,12.44,NL,AMS,151.34,233.88
144.124.238.212,144.124.238.212,443,12.33,NL,AMS,86.48,99.88
172.235.174.240,2600:3c0e::2000:2ff:fe0e:f013,443,11.94,NL,AMS,120.81,357.8
91.84.127.163,91.84.127.163,2053,11.74,NL,AMS,94.24,103.23
77.238.255.234,77.238.255.234,443,11.66,NL,AMS,102.67,118.43
147.45.241.138,147.45.241.138,443,11.26,NL,AMS,92.62,218.63
212.80.216.85,212.80.216.85,443,11.07,NL,AMS,97.63,113.92
186.190.213.227,186.190.213.5,443,10.74,NL,AMS,104.56,157.93
91.84.105.41,91.84.105.41,443,10.72,NL,AMS,91.91,103.93
91.84.102.149,2a14:1e00:1:5ba::,443,10.62,NL,AMS,108.13,158.36
103.97.88.133,103.97.88.133,443,10.54,NL,AMS,91.48,115.45
194.116.216.209,194.116.216.209,8443,10.27,NL,AMS,91.97,117.73
202.148.55.192,202.148.55.192,443,10.05,NL,AMS,115.95,113.41
185.138.88.76,185.138.88.76,443,10.03,NL,AMS,125.54,110.53
89.110.87.114,89.110.87.114,2053,9.95,NL,AMS,89.6,96.83
45.87.3.224,45.87.3.224,8443,9.91,NL,AMS,87.78,119.52
91.103.253.223,91.103.253.223,443,9.82,NL,AMS,93.12,94.35
89.110.122.18,89.110.122.18,8443,9.81,NL,AMS,87.35,106.55
146.0.73.211,146.0.73.211,2053,9.8,NL,AMS,129.04,218.74
94.177.51.36,94.177.51.36,443,9.73,NL,AMS,112.62,206.89
144.124.245.51,144.124.245.51,443,9.69,NL,LHR,90.16,166.2
78.17.10.31,78.17.10.31,443,9.68,NL,AMS,98.62,164.85
77.238.248.80,77.238.248.80,443,9.57,NL,AMS,104.36,121.83
45.140.147.139,45.140.147.139,443,9.4,NL,AMS,114.69,119.49
5.129.208.225,5.129.208.225,443,9.21,NL,AMS,93.17,185.49
45.43.90.169,45.43.90.169,443,9.16,NL,AMS,120.85,105.14
212.111.80.88,212.111.80.88,8443,9.13,NL,AMS,113.04,118.23
31.15.19.10,31.15.19.10,443,9.01,NL,AMS,97.52,126.14
80.76.35.73,80.76.35.73,443,9.01,NL,AMS,86.26,99.57
167.71.66.234,167.71.66.234,443,8.97,NL,AMS,103.83,126.92
103.97.88.133,103.97.88.133,8443,8.91,NL,AMS,88.99,124.09
152.53.200.144,152.53.200.144,443,8.9,NL,AMS,98.27,127.71
194.87.0.156,194.87.0.156,8443,8.77,NL,AMS,87.12,111.83
212.111.80.88,212.111.80.88,443,8.73,NL,AMS,91.43,112.75
152.53.200.144,152.53.200.144,8443,8.67,NL,AMS,101.34,113.62
31.15.19.199,31.15.19.199,443,8.66,NL,AMS,92.84,236.5
45.87.154.173,45.87.154.173,443,8.65,NL,AMS,187.63,165.38
23.94.220.233,23.94.220.233,443,8.65,NL,AMS,87.01,118.28
171.22.30.125,171.22.30.125,443,8.52,NL,AMS,90.55,97.14
152.53.200.241,152.53.200.241,443,8.51,NL,AMS,152.27,259.54
134.209.136.197,64.225.77.36,443,8.5,NL,AMS,86.39,90.36
185.21.14.128,185.21.14.128,8443,8.46,NL,AMS,90.28,115.82
147.45.171.252,147.45.171.252,443,8.39,NL,AMS,91.77,182.55
31.59.185.123,31.59.185.123,2053,8.26,NL,AMS,101.22,130.57
77.220.214.135,77.220.214.135,443,8.21,NL,AMS,91.72,108.06
89.150.59.208,89.150.59.208,443,8.11,NL,AMS,98.49,133.01
91.84.104.248,91.84.104.248,443,8.11,NL,AMS,97.03,106.11
109.107.184.253,2a14:1e00:1:471::,443,8.03,NL,AMS,100.8,101.95
91.84.99.43,91.84.99.43,443,8.02,NL,AMS,92.33,106.36
185.157.214.38,185.157.214.38,443,7.98,NL,AMS,93.41,111.44
89.110.111.27,89.110.111.27,8443,7.85,NL,AMS,93.15,147.94
103.7.54.214,2a09:bac5:4e23:2719::3e5:15,443,7.73,NL,AMS,121.48,103.67
45.89.244.26,45.89.244.26,2053,7.7,NL,AMS,93.01,115.39
185.21.14.128,185.21.14.128,443,7.69,NL,AMS,99.42,159.41
2.56.212.172,2.56.212.172,443,7.69,NL,AMS,95.42,107.34
185.245.105.178,185.245.105.178,443,7.67,NL,AMS,94.08,102.59
91.84.97.196,91.84.97.196,443,7.46,NL,AMS,153.07,255.23
188.253.26.143,2a0c:16c2:500:61c::da68,443,7.37,NL,AMS,105.23,151.24
188.253.26.230,2a0c:16c2:500:67d::34ea,443,7.32,NL,AMS,109.5,154.66
43.250.54.107,43.250.54.107,8443,7.31,NL,AMS,95.08,112.03
89.110.125.232,89.110.125.232,2053,7.31,NL,AMS,100.47,113.01
